CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,gender_F,gender_M,marital_Divorced,marital_Married,marital_Single,marital_Unknown,Target
712446783,50,4,4,1,1,30,5,3,4038.0,1530,2400,41,1,0,0,1,0,0,0
720049083,35,1,0,0,1,24,5,3,1438.3,0,2355,47,1,0,1,0,0,0,0
824172258,34,2,0,1,1,30,3,1,4408.0,1510,4495,77,1,0,1,0,0,0,1
717695058,46,5,2,0,1,35,3,1,4163.0,0,4763,76,1,0,0,1,0,0,1
719782458,49,1,4,2,1,39,3,3,7201.0,1992,3981,76,1,0,0,1,0,0,1
718141983,49,0,2,4,1,43,6,3,1883.0,1295,5187,89,0,1,0,0,1,0,1
718853358,42,3,4,1,1,36,5,1,3308.0,2517,5104,85,1,0,0,0,1,0,1
772539558,65,0,3,1,1,55,3,3,2022.0,0,4623,65,1,0,0,0,1,0,1
817094283,43,5,4,1,1,23,5,3,8597.0,903,5173,78,1,0,0,1,0,0,1
716932308,38,2,3,0,1,28,5,1,4693.0,634,4460,79,1,0,0,1,0,0,1
714738858,52,1,4,1,1,36,6,1,2873.0,1714,4620,81,1,0,0,0,0,1,1
772409733,39,3,2,2,1,28,4,1,3400.0,2307,4742,90,1,0,1,0,0,0,1
717534108,48,3,2,2,1,40,3,1,2405.0,1410,4421,79,1,0,1,0,0,0,1
816378033,46,4,1,4,3,41,6,3,34516.0,1104,1989,47,0,1,0,0,1,0,0
790141308,44,2,3,4,1,37,5,3,8241.0,0,4436,79,0,1,0,1,0,0,1
710770383,53,2,4,2,1,36,4,3,1438.3,582,4915,92,1,0,0,1,0,0,1
711351108,44,3,2,1,1,36,3,3,2608.0,1804,4671,61,1,0,0,0,0,1,1
713744058,41,3,2,1,1,36,6,2,2359.0,1509,5232,78,1,0,0,1,0,0,1
708998583,47,4,5,1,1,39,6,2,1790.0,0,4141,87,1,0,0,1,0,0,1
714228558,40,3,2,4,1,36,5,3,3624.0,0,4749,82,0,1,0,0,1,0,1
797668983,42,4,4,1,1,36,6,2,1438.3,0,4396,70,1,0,0,1,0,0,1
713023158,39,2,3,2,1,31,3,1,2901.0,2143,4239,78,1,0,0,1,0,0,1
709982658,41,2,3,1,1,31,4,2,9759.0,2038,4226,77,1,0,0,1,0,0,1
715398858,57,3,5,1,1,36,4,3,2525.0,1203,4360,78,1,0,0,1,0,0,1
715615233,60,1,2,1,1,48,5,3,2737.0,1812,4507,86,1,0,1,0,0,0,1
710650608,51,2,4,4,1,36,4,3,19262.0,1480,4812,85,0,1,0,1,0,0,1
803214108,33,0,2,0,1,27,6,1,2252.0,1826,5055,68,1,0,0,0,1,0,1
717202083,46,2,0,4,1,34,2,3,7077.0,0,2619,41,0,1,0,0,1,0,0
719051733,63,0,3,3,1,51,4,2,2706.0,889,5047,64,0,1,0,0,1,0,1
789900633,49,2,2,2,1,40,5,3,3263.0,1522,4288,69,1,0,0,1,0,0,1
789122808,41,4,3,2,1,29,5,2,3281.0,0,2907,45,1,0,0,1,0,0,0
709902108,51,2,2,4,1,40,4,3,8169.0,794,4927,70,0,1,0,1,0,0,1
713666058,46,5,3,2,1,38,6,1,3276.0,1915,4264,76,1,0,1,0,0,0,1
711453783,41,3,0,1,1,29,4,2,1966.0,1452,4666,74,1,0,0,0,1,0,1
778936008,46,4,2,0,1,30,3,1,5869.0,0,5103,83,1,0,0,1,0,0,1
708085458,34,2,1,1,1,24,6,2,1438.3,0,3940,82,1,0,0,0,1,0,1
749067633,45,2,0,1,1,38,3,2,3682.0,0,4015,77,1,0,0,1,0,0,1
716170308,27,0,4,0,1,36,5,1,13439.0,2003,4715,86,1,0,1,0,0,0,1
711507783,54,2,6,1,1,42,3,4,1694.0,0,1930,41,1,0,0,0,1,0,0
819752133,41,2,2,4,1,36,6,2,1636.0,986,4695,73,0,1,1,0,0,0,1
711061908,48,1,4,1,1,38,6,2,1449.0,749,4039,50,1,0,0,1,0,0,1
744231708,45,2,4,1,1,38,3,3,1513.0,788,4166,71,1,0,0,1,0,0,1
716856408,39,4,4,1,1,28,5,2,1438.3,0,2392,44,1,0,0,0,1,0,0
711780108,46,4,6,1,1,38,4,3,4120.0,1578,4792,81,1,0,1,0,0,0,1
715178733,47,2,0,1,1,41,5,3,2289.0,1611,4817,77,1,0,0,0,1,0,1
721418133,45,3,4,1,1,33,6,2,2016.0,972,4535,82,1,0,0,0,1,0,1
720124758,49,3,1,4,1,40,5,4,2509.0,450,2239,47,0,1,0,1,0,0,0
809068983,40,2,4,1,1,35,3,1,3511.0,0,5238,82,1,0,0,1,0,0,1
711052308,45,3,5,3,1,37,6,3,2751.0,2432,4453,75,0,1,1,0,0,0,1
709827933,44,2,4,4,1,36,3,3,12230.0,1196,3659,76,0,1,0,1,0,0,1
787568433,42,3,4,3,1,33,3,1,7328.0,936,4518,79,0,1,0,0,1,0,1
720256158,47,2,2,0,1,40,5,1,2264.0,0,4279,75,1,0,0,1,0,0,1
715435758,42,2,4,4,1,36,3,1,3046.0,1231,4711,77,0,1,0,0,1,0,1
719505483,51,0,1,0,1,36,6,3,5881.0,0,4431,89,1,0,0,1,0,0,1
721247883,52,2,3,4,1,41,4,2,16207.0,922,3621,83,0,1,0,1,0,0,1
772220433,44,3,3,3,1,33,6,3,15468.0,1187,4484,81,0,1,0,0,0,1,1
789692283,47,5,3,1,1,34,4,3,5950.0,0,4655,66,1,0,0,0,1,0,1
815091333,48,3,0,1,1,43,3,1,3119.0,2196,4705,77,1,0,0,1,0,0,1
778732158,50,3,1,0,1,30,4,1,1507.0,0,4037,83,1,0,0,0,0,1,1
715129233,51,4,2,1,1,36,6,3,2902.0,1634,4748,74,1,0,0,0,1,0,1
714083208,47,3,3,1,1,38,5,2,1585.0,1304,4656,80,1,0,0,1,0,0,1
716559108,47,1,2,1,1,36,6,2,2899.0,2418,4296,68,1,0,0,0,1,0,1
715102308,50,2,0,2,1,36,5,1,2295.0,1277,2245,47,1,0,0,1,0,0,1
768814983,39,2,0,1,1,33,3,1,3251.0,1937,4284,85,1,0,0,1,0,0,1
788744058,48,2,2,0,1,27,3,1,4009.0,1361,4506,80,1,0,0,1,0,0,1
782802033,45,4,0,1,1,39,3,2,3411.0,1472,2108,55,1,0,0,1,0,0,0
708499608,49,5,5,2,2,36,6,1,15525.0,1299,4042,78,0,1,0,0,1,0,1
794947683,35,4,4,1,1,29,6,3,2118.0,1189,4541,60,1,0,0,0,1,0,1
716442333,34,3,4,2,1,25,6,2,2275.0,1468,4977,88,1,0,0,1,0,0,1
772189308,59,1,3,1,1,48,5,2,2601.0,1888,4899,62,1,0,0,0,1,0,1
721529583,52,3,2,4,1,41,6,3,4642.0,2413,3532,72,0,1,0,0,1,0,1
713578608,58,0,6,1,1,46,6,4,1438.3,0,4082,82,0,1,0,0,1,0,1
718976283,51,2,0,1,1,36,3,2,1858.0,1071,4388,66,1,0,0,0,1,0,1
711505308,59,1,4,1,1,52,5,3,2636.0,1619,4727,83,1,0,0,0,1,0,1
711131958,50,3,6,2,1,42,4,3,3743.0,881,4621,71,1,0,0,0,1,0,1
714687858,49,1,4,1,1,41,6,1,1438.3,0,4538,82,1,0,0,0,1,0,1
780289308,61,0,2,1,1,47,1,3,4130.0,0,2418,57,1,0,0,1,0,0,0
708504783,47,3,1,2,1,36,3,3,10960.0,1333,3480,62,0,1,0,0,0,1,1
778857108,52,3,5,2,1,33,3,2,3900.0,0,4337,81,1,0,0,1,0,0,1
756598833,38,1,1,1,1,31,6,3,6236.0,1204,5389,84,0,1,0,1,0,0,1
718748133,34,3,4,0,1,23,5,1,2591.0,0,3876,67,1,0,0,0,1,0,1
714503433,57,2,6,1,1,36,1,3,1615.0,950,2212,43,1,0,0,1,0,0,0
710869008,47,3,4,0,1,36,5,1,8332.0,0,5108,78,1,0,0,0,1,0,1
715250583,55,2,0,4,1,48,3,2,8082.0,1138,4277,59,0,1,0,0,1,0,1
714396558,57,3,2,1,1,51,6,2,1511.0,0,4683,87,1,0,0,1,0,0,1
752766783,43,4,4,0,1,36,5,2,11536.0,2074,4106,81,1,0,1,0,0,0,1
715532208,65,1,2,1,1,55,3,3,4010.0,1504,3807,61,1,0,0,0,1,0,1
719130558,55,2,1,1,1,44,5,2,1669.0,1000,4085,69,1,0,0,1,0,0,1
806232408,54,3,4,0,1,49,5,1,11905.0,0,4022,65,1,0,0,1,0,0,1
715497558,44,1,3,1,1,36,6,3,3052.0,0,2598,47,1,0,0,1,0,0,0
716303583,55,2,4,1,1,36,5,1,2712.0,1617,4858,73,1,0,0,0,0,1,1
713522058,39,0,3,1,1,30,3,2,1978.0,871,4299,59,1,0,0,1,0,0,1
719074308,37,3,3,1,1,27,4,2,1438.3,687,4621,73,1,0,0,1,0,0,1
711881733,55,1,4,1,1,46,3,3,1606.0,0,4548,76,1,0,0,1,0,0,1
710310108,46,1,6,1,1,29,3,3,2406.0,1705,4665,89,1,0,0,1,0,0,1
715814433,44,4,0,4,1,36,6,2,5877.0,1160,3565,83,0,1,0,0,1,0,1
717252483,57,2,4,1,1,41,3,3,2796.0,0,2196,35,1,0,0,1,0,0,0
770874483,54,1,5,0,1,40,4,1,2876.0,1267,4302,74,1,0,0,1,0,0,1
719742108,38,1,2,1,1,26,5,2,3554.0,0,2372,44,1,0,0,0,1,0,0
711064008,48,2,0,1,1,36,4,3,9505.0,2390,3616,68,1,0,0,0,1,0,1
717208833,34,3,2,1,1,21,2,2,1576.0,0,2703,56,1,0,0,0,1,0,0
709022883,44,4,3,1,1,36,6,3,1438.3,0,4257,89,1,0,0,1,0,0,1
713653983,39,3,1,3,1,26,4,2,2973.0,1136,4342,87,0,1,0,0,1,0,1
713463708,40,4,4,1,1,25,4,2,1438.3,0,2493,42,1,0,0,0,1,0,0
789143283,41,1,1,0,1,30,4,2,5647.0,1175,4868,76,1,0,0,0,1,0,1
778550583,43,1,2,2,1,35,6,3,1766.0,0,4808,87,1,0,0,0,0,1,1
711181608,50,2,4,1,1,40,3,2,1606.0,0,4129,68,1,0,0,0,0,1,1
711790308,54,0,2,1,1,34,4,3,2223.0,632,2538,49,1,0,0,0,0,1,0
779791908,47,4,5,2,1,36,6,3,2896.0,0,4970,85,1,0,0,0,1,0,1
789515283,51,3,4,3,1,43,6,1,2157.0,1494,4784,69,0,1,0,1,0,0,1
712046808,49,3,6,0,1,42,1,3,3802.0,1558,2003,43,1,0,1,0,0,0,0
712169883,43,1,3,3,1,36,3,3,13840.0,1079,4190,74,0,1,0,1,0,0,1
712637283,36,2,0,1,1,28,6,1,2169.0,1602,5182,78,1,0,0,0,0,1,1
715555833,47,3,0,1,1,34,6,3,4862.0,0,4167,86,1,0,0,0,1,0,1
708712833,45,5,4,1,1,36,4,1,2289.0,1037,4483,72,1,0,0,1,0,0,1
717841683,49,3,0,3,1,36,6,1,22651.0,1085,3915,72,0,1,0,1,0,0,1
708689958,48,4,0,1,1,36,4,3,2406.0,1744,4748,88,1,0,0,0,0,1,1
708888633,52,3,6,4,1,36,2,3,3022.0,895,2724,38,0,1,0,1,0,0,0
721012983,46,3,6,4,1,38,6,1,12935.0,1417,3528,61,0,1,0,1,0,0,1
812406183,45,4,0,1,1,40,5,4,1438.3,0,2207,41,1,0,0,0,1,0,0
714595983,49,1,1,2,1,41,4,3,1438.3,522,2030,37,1,0,0,1,0,0,0
715725858,43,3,5,1,1,26,6,2,2256.0,1346,4893,76,1,0,0,0,1,0,1
720270633,40,3,4,1,1,36,5,3,1516.0,0,2709,54,1,0,0,0,1,0,0
720269283,48,3,0,2,1,33,3,2,2485.0,1651,4351,86,1,0,0,0,0,1,1
710142258,53,2,0,1,1,36,5,2,1820.0,909,4665,67,1,0,0,0,1,0,1
708525108,54,2,4,0,1,47,4,3,2156.0,1134,4120,77,1,0,0,1,0,0,1
709621008,48,5,5,3,1,30,6,3,5826.0,1482,4135,76,0,1,0,0,1,0,1
717181833,39,1,4,1,2,30,5,2,10190.0,891,3768,59,1,0,0,0,1,0,1
711288558,45,3,4,1,1,28,5,2,2035.0,1174,4670,77,1,0,0,0,1,0,1
718653333,45,2,3,1,1,33,1,3,1833.0,0,2037,31,1,0,0,0,1,0,0
766628733,56,3,1,3,1,49,3,3,1623.0,0,4965,74,0,1,0,0,1,0,1
711724083,27,0,0,1,1,16,6,1,1835.0,1647,1903,44,1,0,0,0,1,0,0
719690733,47,4,2,1,1,40,4,2,4490.0,1989,4346,70,1,0,0,1,0,0,1
770783508,48,3,4,3,1,34,6,3,11062.0,0,4084,72,0,1,1,0,0,0,1
713422083,30,0,4,1,1,36,5,3,1574.0,0,2560,59,1,0,0,0,1,0,0
718026858,52,2,3,1,1,36,3,2,2370.0,1490,4751,80,1,0,0,0,1,0,1
716028108,35,2,3,1,1,18,6,2,2658.0,0,4667,83,1,0,0,0,1,0,1
712222758,38,3,4,1,1,36,3,2,2300.0,0,2500,47,1,0,0,1,0,0,0
718436133,44,2,4,1,1,36,5,2,2368.0,1244,4289,71,1,0,0,0,1,0,1
719313633,53,0,2,2,1,36,6,2,2883.0,1936,4244,53,1,0,0,1,0,0,1
814586958,43,2,3,0,1,38,4,3,3264.0,2042,4624,75,1,0,1,0,0,0,1
804344733,46,3,0,1,1,41,3,2,1937.0,916,4303,89,1,0,0,0,1,0,1
717166383,40,4,0,2,1,30,5,2,2166.0,1465,5097,82,1,0,0,1,0,0,1
713060283,43,5,4,2,1,34,5,1,7135.0,1164,3746,81,1,0,0,1,0,0,1
713070033,56,2,4,1,1,43,5,3,1438.3,787,4830,79,1,0,0,0,1,0,1
793625583,48,3,2,2,1,42,6,1,3743.0,2090,4674,67,1,0,0,0,1,0,1
713918358,31,0,1,0,1,36,6,3,5190.0,1682,4900,81,1,0,1,0,0,0,1
714308283,41,2,6,2,1,32,5,3,6059.0,1171,4119,70,0,1,0,1,0,0,1
714086133,47,4,1,1,1,36,4,2,2577.0,1450,4576,83,1,0,0,0,1,0,1
718872858,43,2,2,1,1,36,5,1,3761.0,2121,4476,79,1,0,0,1,0,0,1
718148358,50,3,2,1,1,36,2,3,1572.0,0,2447,41,1,0,0,1,0,0,0
709665783,39,1,0,2,1,36,3,1,1637.0,0,4800,70,1,0,0,1,0,0,1
708483708,51,2,0,5,1,36,5,3,28600.0,0,4336,66,0,1,0,1,0,0,1
715347783,40,4,2,1,1,35,3,3,4402.0,1524,3063,57,0,1,0,1,0,0,1
709054083,50,1,4,1,1,32,6,1,2652.0,1911,4816,79,1,0,0,0,0,1,1
807915408,41,2,3,2,1,36,6,2,6602.0,0,4479,82,1,0,0,1,0,0,1
794507133,37,2,6,2,1,18,4,1,1900.0,0,2880,46,1,0,0,0,1,0,0
712569408,56,4,6,2,1,44,4,2,3455.0,1385,4925,82,1,0,0,0,1,0,1
788805108,47,3,2,3,1,30,5,3,18123.0,1775,4259,80,0,1,0,0,1,0,1
710150208,44,4,5,1,1,26,4,1,2295.0,1250,3834,69,1,0,1,0,0,0,1
711825558,38,3,4,4,1,19,5,2,1518.0,1115,3595,65,0,1,0,1,0,0,1
712891833,45,2,4,1,1,36,3,1,2723.0,1902,3875,84,1,0,0,0,0,1,1
719680908,47,0,3,1,1,27,3,1,1776.0,691,4878,84,1,0,0,1,0,0,1
801053208,39,3,2,1,1,33,3,3,1968.0,1270,4199,84,1,0,0,1,0,0,1
758642733,48,1,4,1,1,41,5,1,1860.0,1054,5163,73,1,0,0,0,1,0,1
771201408,53,3,4,1,1,40,3,2,2684.0,2126,5299,75,1,0,1,0,0,0,1
789523683,51,2,4,2,1,43,3,1,2180.0,1865,4348,77,1,0,0,0,1,0,1
767266758,41,2,2,1,1,34,1,3,1661.0,0,2473,49,1,0,0,0,1,0,0
713732883,38,0,1,1,1,36,4,1,1679.0,0,4771,81,1,0,0,0,1,0,1
720739083,36,2,5,1,1,25,5,2,1691.0,0,2716,63,1,0,0,1,0,0,0
718010133,46,2,5,1,1,35,4,2,2888.0,1641,3703,61,1,0,0,0,1,0,1
771518658,58,1,2,2,1,46,5,3,1871.0,1339,4553,90,1,0,0,1,0,0,1
710508858,44,2,2,1,1,34,5,1,3226.0,2517,4317,81,1,0,0,0,0,1,1
772590408,41,5,0,4,1,31,3,3,12114.0,1379,3964,90,0,1,0,1,0,0,1
719334408,42,3,5,1,1,36,6,3,4959.0,1483,4286,71,1,0,0,1,0,0,1
717500133,42,4,1,4,1,36,3,2,10374.0,599,4240,63,0,1,0,0,1,0,1
720988083,45,1,1,1,1,35,3,3,1438.3,1080,4425,79,1,0,0,1,0,0,1
713594883,44,2,1,0,1,32,5,3,1486.0,849,2380,43,1,0,0,0,1,0,0
719848908,41,3,4,0,1,33,3,3,2542.0,0,4087,73,1,0,0,1,0,0,1
714962658,35,2,0,1,1,36,5,3,1931.0,0,2482,40,0,1,0,0,1,0,0
717429258,48,3,6,1,1,39,3,3,1644.0,500,2450,45,1,0,0,0,1,0,0
717022533,43,2,5,2,1,36,4,1,2283.0,0,4088,66,1,0,0,0,1,0,1
710853033,36,1,6,1,1,36,3,2,4943.0,1204,4024,82,1,0,0,0,0,1,1
709548783,44,2,6,2,1,36,5,3,1438.3,0,2100,54,0,1,0,0,0,1,0
780055308,43,3,3,1,1,28,3,1,1438.3,0,4482,54,1,0,0,0,1,0,1
714252933,52,2,3,1,1,45,4,2,1438.3,0,4737,80,1,0,1,0,0,0,1
713336883,61,0,2,1,1,36,4,3,1760.0,0,2285,46,1,0,0,0,1,0,0
713119308,50,3,0,1,1,39,4,4,1852.0,0,4339,82,1,0,0,0,1,0,1
710815608,43,2,2,3,1,25,3,2,2049.0,1530,4521,70,0,1,0,1,0,0,1
809626983,48,3,2,1,1,43,3,3,1670.0,0,2790,37,1,0,0,1,0,0,0
803398983,35,3,0,1,1,29,4,2,1511.0,864,4823,64,1,0,1,0,0,0,1
717568308,39,1,0,4,1,36,4,2,6018.0,0,4355,78,0,1,0,0,1,0,1
711694083,59,0,5,1,1,48,4,2,3030.0,1251,4724,71,1,0,0,0,1,0,1
712258308,58,4,2,1,1,39,3,1,2755.0,1483,4394,75,1,0,0,0,1,0,1
713884458,51,4,2,4,1,37,6,2,8783.0,2142,4425,83,0,1,0,0,1,0,1
716160708,64,1,4,1,1,36,4,3,1861.0,1677,5225,94,0,1,0,0,1,0,1
772728933,50,2,2,5,1,40,6,4,13709.0,813,2511,40,0,1,0,1,0,0,0
815320383,46,3,0,1,1,41,5,3,4710.0,0,2690,43,1,0,0,0,0,1,0
712117983,49,4,4,4,1,39,6,3,17285.0,1853,4787,60,0,1,0,1,0,0,1
788694558,53,3,1,1,1,40,5,2,1438.3,661,4463,87,1,0,0,0,1,0,1
709275558,54,2,4,3,1,44,6,3,7866.0,0,4238,55,0,1,0,0,1,0,1
711216933,42,1,2,1,1,36,4,3,2190.0,1299,5026,77,1,0,0,1,0,0,1
717069033,43,4,4,1,1,30,4,1,4829.0,1153,4778,65,1,0,0,1,0,0,1
714992733,46,3,4,4,1,36,5,1,3210.0,2081,3962,62,0,1,1,0,0,0,1
809445858,38,0,4,1,1,32,6,3,1755.0,750,5000,79,1,0,0,0,1,0,1
708859158,47,4,4,2,1,37,4,1,1438.3,703,4341,80,1,0,0,0,1,0,1
710040483,37,3,1,3,1,26,6,2,14485.0,2124,3895,87,0,1,0,0,0,1,1
714667608,47,5,5,2,1,36,4,3,6043.0,0,4256,78,0,1,0,1,0,0,1
714475908,43,2,1,3,1,35,5,3,6348.0,0,1732,39,0,1,0,0,1,0,0
713656308,56,0,2,1,1,48,3,3,1438.3,0,4210,75,1,0,0,1,0,0,1
716790633,43,3,4,3,1,36,4,2,17239.0,0,1789,38,0,1,0,1,0,0,0
716127333,45,3,4,0,1,36,5,2,18432.0,484,2300,45,1,0,0,1,0,0,0
713017758,47,1,1,1,1,32,6,2,1636.0,1135,5056,85,1,0,0,0,1,0,1
717893358,43,3,4,0,1,33,6,1,7951.0,1456,4452,65,1,0,0,1,0,0,1
780032208,44,3,4,3,1,34,5,3,14201.0,0,2223,47,0,1,0,1,0,0,0
720219633,52,0,4,2,1,42,4,3,2723.0,1544,4108,70,1,0,0,0,0,1,1
711676008,52,1,4,1,1,44,5,2,2019.0,991,3603,59,1,0,0,0,1,0,1
714192033,43,3,2,0,1,25,5,1,10305.0,1870,4018,63,1,0,0,0,1,0,1
713442933,49,3,0,2,1,32,4,3,3114.0,2208,5219,86,0,1,0,1,0,0,1
789052308,40,3,4,2,1,28,6,2,4323.0,0,2451,38,0,1,0,0,0,1,0
714948858,50,2,0,1,1,36,3,2,3647.0,2517,2935,58,1,0,0,0,1,0,0
711772983,43,2,2,3,1,35,5,2,1849.0,1293,4678,71,0,1,0,0,1,0,1
802937058,53,1,4,4,1,47,3,3,2540.0,1859,4480,80,0,1,0,1,0,0,1
712493058,42,5,2,0,1,31,6,3,4972.0,0,4524,72,1,0,0,0,1,0,1
718808883,55,2,4,1,2,47,3,3,13565.0,0,3705,69,1,0,0,0,1,0,1
719685408,40,2,1,3,1,29,3,2,6332.0,318,2505,43,0,1,0,1,0,0,0
708829758,41,2,2,3,1,36,4,3,6062.0,761,3877,66,0,1,0,1,0,0,1
710792733,47,3,5,1,1,29,4,2,2897.0,638,4491,75,1,0,0,1,0,0,1
714041283,50,2,4,0,1,40,5,2,6610.0,1663,4735,83,1,0,0,0,1,0,1
710284233,33,4,1,4,1,36,5,3,1438.3,0,2439,43,0,1,0,1,0,0,0
752944533,45,5,2,1,1,34,4,1,2030.0,1269,5067,88,1,0,0,1,0,0,1
713312208,53,1,2,2,1,43,1,2,3146.0,0,1868,38,0,1,0,1,0,0,0
804045933,36,0,4,4,1,30,5,3,5302.0,2414,4284,74,0,1,0,1,0,0,1
716662683,55,2,0,1,1,45,6,2,3185.0,1820,5069,81,1,0,0,0,1,0,1
713432508,42,3,5,1,1,36,4,3,4328.0,1749,4593,72,1,0,0,1,0,0,1
799475658,51,3,1,1,1,45,3,3,2238.0,1300,4508,79,1,0,0,1,0,0,1
719849958,44,4,4,1,1,36,4,3,2658.0,1884,4779,83,1,0,0,0,1,0,1
715803933,47,1,5,3,1,36,4,2,9090.0,1371,4422,65,0,1,0,0,1,0,1
779486433,46,5,0,1,1,28,3,2,2424.0,2169,4209,76,1,0,0,0,1,0,1
708281433,57,2,4,1,1,36,5,1,1438.3,0,3848,75,1,0,0,1,0,0,1
779844408,43,1,5,1,1,27,4,3,1438.3,0,2137,40,1,0,0,1,0,0,0
721306908,61,1,4,0,1,44,4,3,2303.0,540,3440,46,1,0,0,0,1,0,1
713964858,51,2,4,5,1,41,4,2,2792.0,887,4074,81,0,1,1,0,0,0,1
717545808,44,4,5,1,1,32,3,1,2900.0,1987,4549,70,1,0,0,0,1,0,1
771232533,46,2,4,1,1,33,3,3,2267.0,1283,4249,81,1,0,0,1,0,0,1
710883483,52,1,4,2,1,34,3,3,4189.0,2066,4661,85,1,0,0,1,0,0,1
801715383,45,4,4,3,1,39,6,3,12890.0,0,2216,51,0,1,0,1,0,0,0
719594433,35,2,4,0,1,26,6,1,3269.0,1434,4672,66,1,0,0,0,1,0,1
716310633,59,1,5,1,1,36,6,2,2759.0,2481,5037,84,1,0,0,0,1,0,1
714188883,46,5,6,1,1,37,3,2,1787.0,0,2345,36,1,0,0,0,1,0,0
772437633,43,3,4,3,1,33,4,2,6854.0,0,4578,72,0,1,0,0,1,0,1
708536283,35,1,6,4,1,27,3,2,2904.0,2517,2653,46,0,1,0,0,1,0,0
772569033,44,0,2,4,1,34,5,2,5293.0,1236,4572,90,0,1,1,0,0,0,1
714443883,57,3,4,1,1,49,4,2,1781.0,0,4593,81,1,0,0,1,0,0,1
710369658,50,3,0,3,1,36,4,3,3276.0,2353,4488,92,0,1,0,1,0,0,1
788440083,55,2,1,3,2,48,5,3,34516.0,1384,3807,82,0,1,0,0,1,0,1
773332908,48,4,2,3,1,30,3,3,14670.0,1900,4221,83,0,1,0,0,0,1,1
709307808,59,2,2,2,1,36,3,3,4375.0,0,2507,53,1,0,0,1,0,0,0
712507758,36,2,3,0,1,24,6,3,3448.0,1903,5471,87,1,0,0,0,0,1,1
715701033,43,2,4,4,1,33,5,3,2111.0,1761,2112,46,0,1,0,1,0,0,0
718478883,55,2,3,1,1,36,4,1,3123.0,0,4424,81,1,0,0,0,1,0,1
788734158,42,4,4,2,1,19,5,3,8374.0,0,4493,59,0,1,0,1,0,0,1
794490858,48,1,2,2,2,28,3,1,15713.0,1387,4775,61,1,0,0,1,0,0,1
718397658,60,0,0,2,1,36,6,3,4115.0,1231,3627,61,1,0,0,0,1,0,1
718826883,50,3,1,4,1,36,6,3,6925.0,0,2506,36,0,1,0,0,1,0,0
716733933,42,2,2,0,1,30,5,3,1898.0,725,5051,64,1,0,0,1,0,0,1
809307108,44,1,2,0,1,39,4,3,2021.0,1182,4209,77,1,0,0,0,1,0,1
778671483,33,3,1,1,1,13,5,3,1630.0,1008,4143,67,1,0,0,0,1,0,1
815504583,48,4,4,2,1,43,3,2,1538.0,0,2275,43,1,0,0,0,1,0,0
789319458,48,5,1,3,1,38,6,2,22639.0,1481,4219,65,0,1,0,0,1,0,1
710382108,39,3,5,1,1,19,5,1,2452.0,2423,4204,63,1,0,0,1,0,0,1
720895533,32,4,0,1,1,22,6,3,1438.3,1056,4885,78,1,0,0,1,0,0,1
709891608,41,2,2,5,1,24,5,2,9924.0,0,1949,43,0,1,0,1,0,0,0
717136533,37,2,1,1,1,26,4,2,2586.0,835,4883,73,1,0,0,0,1,0,1
790164408,59,1,0,1,1,52,6,3,2308.0,2094,4869,77,1,0,0,1,0,0,1
795613233,48,2,4,0,1,42,4,2,10514.0,1494,4949,76,1,0,0,1,0,0,1
709009833,54,3,4,2,1,44,3,3,1655.0,0,4621,67,0,1,0,1,0,0,1
720054183,41,2,4,2,1,25,4,2,2768.0,2228,5112,86,1,0,0,0,1,0,1
713193408,59,0,0,1,1,52,3,3,2533.0,2076,3816,75,1,0,0,0,1,0,1
801508383,48,2,4,4,1,42,6,3,25658.0,1721,4498,85,0,1,0,1,0,0,1
711949683,55,2,3,2,1,36,6,2,4410.0,2517,1883,44,1,0,1,0,0,0,0
787747308,49,4,1,1,1,39,6,3,3468.0,2517,2494,39,1,0,0,0,0,1,0
720064158,51,3,5,1,1,36,4,2,1438.3,0,4323,70,1,0,0,1,0,0,1
779104608,34,3,2,0,1,15,5,1,1438.3,0,2819,48,1,0,0,0,0,1,0
715477233,55,1,2,0,1,36,3,2,6968.0,1430,4037,69,1,0,0,0,0,1,1
719524383,35,3,4,2,1,22,3,1,2441.0,1670,4105,73,1,0,0,0,1,0,1
713804883,46,4,5,1,1,37,3,2,1836.0,0,1799,28,1,0,0,0,1,0,0
710359458,50,1,4,2,1,36,5,1,2560.0,1807,4456,70,1,0,0,1,0,0,1
716311683,43,4,3,4,1,36,4,1,32733.0,1448,3452,54,0,1,0,1,0,0,1
753795633,48,2,1,1,1,41,5,3,2964.0,2517,2327,38,1,0,0,1,0,0,0
780076833,44,1,0,4,1,29,6,1,8315.0,1008,4088,66,0,1,0,0,0,1,1
716019333,65,0,0,1,1,56,6,3,2279.0,1789,4091,82,1,0,0,0,1,0,1
820657083,53,4,3,4,2,48,5,1,34516.0,800,3819,72,0,1,0,0,1,0,1
716901858,49,4,6,2,1,39,5,1,1438.3,0,3691,77,0,1,0,1,0,0,1
756571983,45,3,2,1,1,36,6,2,2020.0,1103,4951,85,1,0,0,0,1,0,1
817607358,44,2,2,0,3,35,3,3,34516.0,0,2227,44,1,0,0,0,0,1,0
778268508,56,2,1,0,1,47,5,2,5261.0,1966,4448,86,1,0,0,0,1,0,1
