Total_Trans_Ct,Total_Revolving_Bal,Total_Relationship_Count,Months_Inactive_12_mon,Target
37,1228,6,3,1
77,949,3,1,1
57,0,3,1,1
77,0,6,3,1
52,1176,4,1,1
31,1433,3,1,1
25,1812,6,2,1
45,1167,3,2,1
63,0,3,2,1
60,1328,5,1,1
34,2517,6,1,1
37,1995,5,1,1
39,1340,3,3,1
67,1506,4,2,1
61,1328,6,2,1
71,0,3,3,1
39,0,3,5,0
47,1858,6,3,1
74,1292,5,2,1
76,0,6,2,1
47,2517,6,1,1
62,1443,6,1,1
62,1518,3,1,1
48,890,4,3,1
27,1282,3,1,1
64,2517,4,3,1
56,1380,4,1,1
38,2028,6,2,1
62,1163,5,3,1
39,2517,4,1,1
21,1300,3,3,1
73,2016,4,3,1
28,2289,6,3,1
42,1895,4,1,1
50,1746,4,3,1
37,1650,3,2,1
48,1510,5,2,1
56,1590,5,3,1
28,1813,5,1,1
33,2077,6,1,1
35,1278,3,3,1
56,1210,3,3,1
61,789,6,1,1
59,1635,4,1,1
40,1200,3,2,1
67,0,4,3,1
47,1285,3,3,1
37,1965,5,2,1
61,753,4,2,1
52,1954,3,3,1
39,2006,6,3,1
64,1848,5,1,1
57,1316,5,1,1
48,1445,4,1,1
50,1818,5,3,1
76,1942,4,3,1
32,1257,6,2,1
75,1854,6,2,1
78,1342,5,3,1
62,1656,6,4,1
63,2165,5,2,1
60,1588,5,3,1
72,2029,4,3,1
49,0,6,2,1
62,1950,5,2,1
77,719,3,3,1
77,1372,4,3,1
33,1977,6,6,1
39,0,3,0,0
69,1090,3,2,1
66,1020,5,3,1
60,1338,6,1,1
84,1027,6,3,1
59,0,3,1,1
68,1887,3,3,1
79,919,3,2,1
51,1539,3,3,1
36,0,1,4,0
68,2317,5,2,1
65,1990,3,1,1
44,1081,5,2,1
73,840,5,2,1
49,1578,4,1,1
27,1446,5,3,1
61,1935,5,3,1
68,1961,6,2,1
53,2517,5,3,1
51,2331,5,1,1
69,0,4,1,1
91,0,3,3,1
66,813,4,3,1
70,2517,4,2,1
64,0,6,2,1
38,951,4,3,1
39,2517,4,3,1
48,1958,6,1,1
62,1607,5,1,1
43,1847,5,3,1
72,1858,5,1,1
39,1569,3,3,1
39,1397,6,2,1
75,0,3,3,1
74,1257,6,3,1
34,2435,3,1,1
53,1253,6,3,1
81,2517,5,3,1
24,2015,6,2,1
28,1589,3,2,1
81,2463,6,3,1
63,2051,3,1,1
53,1259,5,4,1
53,1603,3,3,1
45,2188,5,1,1
58,1514,4,2,1
86,2168,3,2,1
74,1084,5,2,1
47,0,3,1,1
65,2517,6,3,1
67,2057,3,3,1
58,1968,5,3,1
64,0,5,2,1
80,807,6,2,1
31,2431,5,1,1
38,1558,6,2,1
57,0,4,2,1
46,1638,5,1,1
64,1608,6,3,1
66,1962,4,3,1
67,0,4,3,1
37,1938,4,2,1
93,0,5,3,1
96,1581,5,2,1
64,1232,3,3,1
86,969,3,2,1
67,1903,3,1,1
81,1655,4,1,1
28,2517,4,4,0
67,1108,3,3,1
69,1381,3,3,1
51,2517,4,3,1
96,1524,3,1,1
56,745,5,2,1
35,2018,5,3,1
46,1732,3,1,1
67,1008,3,3,1
35,1351,6,3,1
31,2517,3,2,1
72,775,3,3,1
64,980,6,2,1
57,1199,3,1,1
30,1389,5,4,1
50,0,4,3,1
52,2229,5,1,1
79,1017,3,5,1
76,0,3,2,1
53,1629,3,3,1
37,873,5,2,1
72,910,5,3,1
39,0,6,2,1
30,1073,4,2,1
69,1194,4,2,1
32,1720,5,1,1
30,2335,6,3,1
60,0,4,3,1
75,1747,6,1,1
42,0,6,3,1
46,1758,6,2,1
68,1562,6,3,1
76,1193,6,3,1
62,0,3,3,1
51,2159,3,2,1
73,1572,5,3,1
81,957,6,3,1
62,0,3,3,1
37,1590,6,3,1
71,2276,6,2,1
38,734,4,1,1
74,2013,6,2,1
60,1377,4,3,1
60,1815,5,3,1
85,1070,2,3,1
45,1776,6,2,1
46,651,2,6,0
88,2398,6,2,1
71,1179,6,2,1
67,0,3,2,1
47,1421,2,3,1
63,1799,3,3,1
62,0,3,2,1
61,1466,3,2,1
47,0,3,2,0
75,2512,3,1,1
57,1223,5,2,1
37,1482,3,2,1
68,926,6,1,1
49,1473,3,1,1
51,0,5,6,1
68,1912,5,3,1
74,0,6,2,1
63,989,4,1,1
70,1181,6,3,1
54,2098,3,3,1
60,0,6,2,1
46,1345,6,3,1
74,0,5,3,1
39,1201,3,3,1
67,1482,3,2,1
39,1974,6,2,1
88,2140,6,3,1
49,1468,3,3,1
56,2517,5,2,1
44,2517,6,2,1
40,962,5,3,1
88,2134,5,3,1
60,1491,4,3,1
60,1779,4,3,1
49,1205,5,3,1
77,0,5,2,1
36,1869,4,2,1
78,2037,6,3,1
81,0,4,3,1
70,1587,5,1,1
62,0,3,3,1
34,0,3,3,0
87,2084,3,1,1
66,1686,3,2,1
52,1748,6,3,1
69,1473,5,2,1
80,0,3,3,1
62,1781,6,3,1
76,543,5,1,1
60,0,5,1,1
59,928,4,3,1
93,1270,6,3,1
66,665,3,1,1
73,1220,3,3,1
60,1620,3,3,1
66,1474,5,1,1
57,2376,3,1,1
37,0,5,1,1
81,1952,5,1,1
77,1319,4,2,1
57,0,6,1,1
35,2099,4,5,1
62,1116,6,3,1
32,0,6,2,1
40,0,3,4,0
48,0,3,2,1
74,2462,4,3,1
69,1489,4,2,1
40,0,6,2,0
80,0,3,2,1
70,1480,3,3,1
42,2230,4,3,1
70,890,5,3,1
60,1480,4,6,1
88,1786,3,1,1
66,0,6,1,1
61,1716,6,3,1
33,1885,6,2,1
71,769,5,1,1
58,1676,3,1,1
79,1280,4,2,1
62,1019,3,4,1
78,808,5,2,1
85,0,6,2,1
57,1586,4,1,1
40,2191,1,3,0
36,1463,4,2,1
68,0,3,2,1
31,0,3,3,0
75,0,4,3,1
43,0,3,3,1
70,1388,5,3,1
59,1628,4,2,1
88,0,5,2,1
78,1323,6,1,1
77,2090,6,3,1
52,1176,5,4,1
33,1278,5,3,1
48,2354,6,3,1
99,1217,5,1,1
55,0,4,1,1
66,703,4,3,1
32,1348,6,2,1
75,0,4,3,1
85,1435,6,3,1
71,0,4,6,1
70,1551,4,1,1
35,2517,2,3,0
64,0,6,2,1
55,0,5,2,1
35,1319,3,1,1
70,1691,3,1,1
63,2517,6,1,1
34,1752,3,4,1
67,917,5,1,1
76,2449,3,3,1
72,1265,5,1,1
80,2461,3,2,1
64,2422,4,3,1
75,0,4,1,1
32,1668,3,2,1
58,1878,3,3,1
56,968,6,3,1
70,1899,4,1,1
33,2517,6,1,1
63,0,6,3,1
67,0,6,2,1
73,0,4,3,1
71,1583,4,3,1
69,1499,6,3,1
73,1435,4,1,1
74,774,4,1,1
57,1006,4,2,1
75,0,5,2,1
70,2073,4,2,1
64,778,6,3,1
59,2010,6,2,1
79,1569,5,5,1
77,1945,3,2,1
44,0,4,2,0
73,945,5,2,1
69,1606,5,2,1
66,0,6,3,1
69,1528,5,3,1
60,2157,5,2,1
41,2517,6,3,1
87,0,4,1,1
83,1425,6,1,1
59,1563,4,3,1
74,938,3,3,1
62,1057,3,3,1
50,0,5,2,1
68,1630,6,2,1
49,1592,6,2,1
71,0,3,3,1
80,0,5,2,1
52,1548,6,3,1
54,0,5,3,1
68,0,4,1,1
65,1263,4,3,1
45,2514,3,3,1
27,0,4,1,1
29,2417,4,3,1
62,0,3,1,1
66,1857,6,1,1
65,0,4,3,1
66,1822,5,3,1
71,2517,6,1,1
42,2178,3,5,0
62,1591,4,3,1
32,477,3,6,0
52,0,4,2,1
77,1515,3,2,1
76,688,4,2,1
77,2227,3,3,1
34,1749,6,3,1
59,1965,4,2,1
74,0,5,2,1
79,0,3,3,1
49,1217,4,3,1
71,0,6,3,1
34,2501,4,1,1
42,0,5,3,0
70,1097,6,3,1
68,0,5,3,1
60,1817,3,3,1
48,0,3,1,1
40,0,5,2,1
88,0,3,1,1
62,1187,4,2,1
64,1749,3,2,1
71,1508,3,1,1
45,1966,3,6,1
76,0,4,2,1
84,582,4,2,1
53,1657,6,1,1
56,1496,4,2,1
60,1049,6,3,1
25,1018,3,3,1
71,657,6,2,1
62,2517,3,1,1
48,0,3,2,0
60,735,5,1,1
59,561,3,2,1
33,1889,4,1,1
65,851,3,1,1
72,1464,3,2,1
59,0,3,1,1
69,1123,5,5,1
67,948,4,1,1
57,1638,5,1,1
40,1821,6,3,0
92,0,5,2,1
81,0,6,2,1
74,2379,4,3,1
41,0,5,2,1
78,1260,4,3,1
53,1402,4,2,1
64,1388,6,3,1
82,1695,3,2,1
62,1622,3,3,1
68,0,3,2,1
63,0,4,1,1
89,1375,6,1,1
70,818,5,1,1
64,891,5,2,1
35,1049,4,2,1
58,1433,6,2,1
69,796,6,2,1
33,1193,3,3,1
65,0,3,1,1
33,0,1,3,0
76,657,3,3,1
63,0,3,3,1
67,1376,6,2,1
88,1436,5,3,1
49,2517,5,2,1
88,0,3,1,1
36,1387,3,2,1
78,1793,6,1,1
36,0,3,1,0
43,0,1,3,0
65,0,3,1,1
63,2135,6,2,1
54,1021,6,3,1
70,824,5,3,1
80,0,4,2,1
59,1472,3,1,1
36,1397,4,2,1
24,2517,6,2,1
70,689,3,1,1
60,1500,6,3,1
74,1368,5,3,1
66,2154,4,2,1
84,0,4,2,1
64,1049,3,2,1
63,0,6,3,1
67,0,5,2,1
56,1345,4,1,1
72,0,3,2,1
63,1929,4,1,1
60,1316,5,1,1
66,1354,6,1,1
75,2060,3,1,1
44,0,2,2,0
72,1681,4,2,1
92,1367,4,2,1
65,724,3,3,1
68,2458,3,1,1
73,0,6,1,1
72,1028,4,2,1
83,1365,3,3,1
41,644,5,1,1
66,881,5,1,1
71,1368,4,3,1
59,0,3,2,1
36,1782,3,1,1
68,0,6,2,1
65,1704,4,2,1
39,2165,5,3,0
64,1899,6,1,1
74,2049,4,3,1
69,1444,6,1,1
67,0,6,3,1
71,0,3,1,1
73,1310,4,2,1
52,0,3,3,1
69,1775,5,2,1
60,758,4,3,1
72,0,3,2,1
70,0,4,2,1
70,0,4,1,1
42,2517,2,3,0
53,0,4,1,1
62,2464,3,1,1
76,1886,6,1,1
42,988,5,3,1
46,2517,3,1,1
59,1466,3,2,1
61,2088,3,3,1
40,1393,5,1,1
42,0,3,4,0
81,1131,5,1,1
74,1063,4,3,1
65,1445,6,1,1
67,1650,6,3,1
35,0,4,2,1
86,688,6,2,1
42,1839,5,3,1
25,1484,1,4,0
43,0,4,1,1
81,1315,3,3,1
65,1359,5,3,1
83,1242,5,1,1
69,0,4,1,1
69,1754,3,2,1
51,1090,6,3,1
59,719,3,3,1
64,0,4,2,1
71,2301,4,2,1
69,0,5,3,1
73,713,6,3,1
51,1864,6,1,1
79,1594,6,1,1
41,1560,5,4,1
64,1656,5,3,1
74,0,4,3,1
40,1420,4,2,1
63,1230,5,2,1
68,2044,5,3,1
84,0,5,1,1
68,2517,4,2,1
61,0,5,3,1
67,2139,3,3,1
64,2517,6,2,1
72,874,5,2,1
58,915,5,3,1
70,2002,5,3,1
40,238,3,1,0
67,0,4,2,1
64,1132,3,2,1
63,2309,4,3,1
64,673,6,2,1
64,0,5,3,1
72,0,3,1,1
54,0,5,1,0
65,1710,3,2,1
60,0,6,3,1
68,1675,3,3,1
31,2517,2,3,0
59,0,6,1,1
80,0,3,2,1
56,985,4,2,1
41,2517,3,1,1
64,1147,3,3,1
76,2124,4,3,1
73,2517,3,2,1
67,1689,5,4,1
43,0,6,5,1
61,1778,4,1,1
69,0,4,3,1
77,1994,3,3,1
66,1107,5,2,1
49,278,3,3,0
77,1225,6,3,1
46,0,5,3,0
68,0,5,3,1
65,0,3,1,1
34,1272,5,3,1
57,2000,6,1,1
72,848,5,3,1
77,865,3,2,1
46,2174,2,3,0
67,1465,5,3,1
73,1654,4,1,1
72,0,3,3,1
68,600,6,3,1
63,1239,3,2,1
84,1020,3,2,1
43,2517,4,3,0
69,1721,3,2,1
65,1448,3,6,1
23,1113,4,3,1
35,0,2,4,0
68,892,5,2,1
26,1869,6,1,1
29,0,3,2,0
69,2303,5,1,1
63,0,6,3,1
70,900,6,3,1
46,1002,5,3,1
73,1380,3,2,1
70,0,3,2,1
69,0,4,1,1
84,2517,6,2,1
42,2517,1,2,0
84,1705,4,1,1
28,2011,5,3,1
80,2049,6,3,1
57,1037,5,3,1
65,1619,6,2,1
66,1153,6,3,1
66,1190,3,2,1
37,0,1,3,0
82,2035,4,2,1
57,1280,5,1,1
56,0,4,1,1
80,1426,4,1,1
82,798,6,3,1
54,864,2,3,0
71,800,5,3,1
45,1023,4,2,1
33,1444,3,2,0
69,0,3,3,1
44,0,3,1,0
77,1749,3,3,1
70,1136,4,3,1
71,1525,5,2,1
58,1079,4,1,1
41,580,2,2,0
70,2517,3,5,1
32,988,6,3,1
71,1319,3,3,1
62,0,5,1,1
58,1426,5,1,1
66,1584,4,1,1
83,2517,6,3,1
80,2019,5,2,1
70,1963,6,3,1
83,978,3,2,1
50,1289,3,2,1
38,2321,3,2,1
31,1421,4,1,1
36,0,1,3,0
67,660,5,3,1
77,2517,4,6,1
36,1054,5,3,1
75,866,3,2,1
68,845,4,3,1
71,754,5,3,1
74,1126,3,3,1
62,797,6,2,1
37,0,2,3,0
68,2034,5,3,1
58,813,5,3,1
52,1679,3,3,1
78,1190,3,2,1
64,1254,6,1,1
46,1829,5,2,1
40,504,2,3,0
75,1574,3,3,1
65,927,5,3,1
89,1170,3,2,1
80,1421,5,2,1
65,1619,3,2,1
91,0,6,2,1
73,2517,4,2,1
76,0,5,3,1
73,2284,4,3,1
74,1243,4,2,1
61,0,3,2,1
80,0,4,3,1
84,2043,3,1,1
69,0,5,2,1
72,1686,5,2,1
77,0,6,3,1
70,1386,6,1,1
63,2517,6,1,1
68,2289,5,3,1
67,2356,4,1,1
74,0,3,1,1
71,1051,4,3,1
75,1396,3,3,1
69,980,4,2,1
53,1115,4,3,1
37,1502,4,3,1
65,1101,3,3,1
70,1953,6,1,1
79,663,4,2,1
67,1790,4,3,1
77,0,3,3,1
66,0,5,2,1
38,1206,5,2,1
73,0,3,3,1
53,0,3,3,1
52,1833,3,2,1
52,0,4,3,1
40,0,3,3,0
77,1329,4,2,1
85,0,6,2,1
35,2517,2,3,0
69,2191,6,3,1
58,1896,5,1,1
80,737,6,1,1
60,1459,5,2,1
76,2098,6,1,1
57,0,5,2,1
65,1961,6,3,1
61,0,5,2,1
46,0,3,3,0
42,0,2,3,0
59,0,6,3,1
60,1482,6,5,1
63,0,3,3,1
45,2517,3,3,0
64,1284,6,1,1
70,0,6,3,1
62,1217,5,3,1
59,795,3,1,1
75,1850,5,3,1
71,0,5,1,1
67,0,4,1,1
57,0,3,2,1
72,1746,4,5,1
76,1198,3,1,1
58,995,6,3,1
66,0,3,2,1
73,889,6,2,1
74,1854,5,2,1
67,1590,6,3,1
74,1211,6,2,1
36,464,1,2,0
71,2517,4,2,1
67,0,3,3,1
78,0,4,3,1
37,0,5,3,0
66,1202,3,5,1
54,0,6,1,1
77,1391,3,1,1
65,1886,4,3,1
29,2258,4,2,1
76,724,6,1,1
67,1858,3,1,1
65,694,5,2,1
65,0,3,2,1
53,0,2,3,0
35,0,2,2,0
82,1282,6,1,1
67,1172,6,2,1
92,1387,4,2,1
54,1959,5,2,1
76,1893,4,3,1
65,0,6,3,1
32,0,3,3,0
61,0,5,3,1
46,710,3,2,1
66,0,3,2,1
48,1531,5,6,0
37,1042,5,3,1
56,1029,4,1,1
67,792,5,3,1
66,0,6,1,1
65,1845,3,1,1
69,0,4,1,1
81,1317,5,3,1
77,1489,4,2,1
70,1463,6,3,1
74,1582,5,3,1
74,0,6,1,1
65,1202,4,1,1
65,0,6,3,1
64,1407,3,2,1
82,1135,5,2,1
60,968,3,2,1
58,1720,5,2,1
75,1549,5,2,1
75,1423,4,1,1
69,2024,6,1,1
75,1688,4,3,1
41,0,2,3,0
74,0,4,2,1
57,0,4,3,1
73,2517,3,1,1
59,1597,5,2,1
66,1848,6,3,1
61,1507,5,3,1
73,0,5,1,1
46,633,1,3,0
37,0,3,3,0
71,1429,3,2,1
43,1296,3,3,1
57,2457,2,2,0
29,326,6,3,0
83,0,6,1,1
73,1224,4,1,1
42,0,3,3,0
62,1731,5,2,1
83,1733,5,2,1
71,1991,5,3,1
56,1572,3,2,1
63,2517,3,6,1
42,0,2,3,0
77,1902,6,5,1
65,1288,6,2,1
79,1204,6,2,1
34,1281,3,3,1
55,1795,4,3,1
36,810,1,3,0
75,2410,6,3,1
58,1707,3,1,1
54,2049,4,1,1
77,1327,4,3,1
59,0,6,3,1
25,1002,4,3,1
83,1860,4,2,1
76,0,5,2,1
61,947,4,2,1
51,2247,4,5,0
72,1067,3,2,1
64,545,4,3,1
54,868,6,3,1
67,1519,5,1,1
72,0,4,3,1
42,0,2,3,0
76,0,4,1,1
44,1846,3,3,1
67,1219,3,1,1
53,0,3,1,1
52,0,4,3,1
46,1337,4,3,1
36,2111,5,1,1
59,2016,6,2,1
56,968,6,1,1
50,2031,4,2,1
70,1514,3,2,1
83,1535,6,2,1
67,1217,6,2,1
73,2023,6,3,1
81,0,4,3,1
76,2379,6,2,1
70,1698,4,2,1
58,1422,5,3,1
51,1405,5,3,1
46,2517,1,5,0
84,1819,6,1,1
62,1491,6,3,1
75,938,5,3,1
34,1985,6,3,1
81,1694,4,1,1
44,0,3,3,0
62,0,3,1,1
74,0,3,2,1
27,0,5,2,1
50,0,4,4,1
55,0,4,1,1
42,2025,3,2,1
69,0,5,2,1
60,1334,5,1,1
52,948,3,2,1
77,772,4,3,1
82,1015,6,3,1
34,0,6,3,0
37,0,5,3,0
30,1125,4,2,1
76,1010,4,1,1
68,1465,6,2,1
42,390,5,2,0
38,2002,3,1,1
77,1167,5,2,1
57,0,4,1,1
70,1008,6,1,1
69,1007,4,1,1
69,1420,3,1,1
70,817,6,1,1
40,1088,6,3,0
69,2043,5,2,1
49,535,3,3,1
33,0,4,2,0
77,0,6,3,1
71,2517,4,2,1
55,2517,3,3,1
55,0,4,2,1
46,2391,6,3,0
41,1838,6,2,1
66,0,6,1,1
80,0,3,1,1
70,1338,3,1,1
80,1153,5,2,1
64,1748,6,2,1
82,0,5,2,1
62,1153,6,2,1
66,2100,3,3,1
76,0,3,5,1
50,1852,4,3,1
71,1998,4,3,1
76,0,5,3,1
72,0,3,2,1
43,0,1,3,0
69,994,5,2,1
41,0,2,2,0
35,1229,5,2,0
66,1468,4,3,1
75,782,6,1,1
72,2202,6,3,1
88,2039,5,1,1
65,1086,5,2,1
57,640,3,3,1
74,1580,6,3,1
70,2109,5,2,1
76,989,5,1,1
62,2402,6,4,1
73,0,6,2,1
88,700,3,1,1
61,0,4,3,1
72,0,3,3,1
37,0,3,2,1
51,0,4,2,1
51,1636,3,3,0
55,0,4,3,1
76,1791,5,2,1
70,1813,4,1,1
72,1185,4,2,1
33,1586,3,1,1
69,1785,3,1,1
64,1189,5,1,1
64,1924,3,1,1
38,1767,2,3,0
73,2517,3,2,1
66,2386,3,2,1
65,1429,5,3,1
63,0,3,1,1
82,1793,3,1,1
81,2081,4,2,1
66,888,5,3,1
68,1642,4,1,1
55,905,6,2,1
67,2517,6,3,1
38,1721,5,1,1
78,765,5,3,1
66,0,6,2,1
81,1227,3,2,1
48,1138,4,2,1
65,1052,6,1,1
73,1829,3,1,1
74,2055,3,1,1
27,2517,4,3,1
27,1544,4,1,1
52,1251,3,2,1
96,1165,3,3,1
80,2066,3,2,1
76,0,4,3,1
79,0,5,2,1
42,0,6,1,0
75,983,6,1,1
62,1170,3,5,1
63,838,5,1,1
76,0,5,1,1
53,759,6,6,1
38,0,5,4,0
68,1433,3,1,1
69,1052,6,2,1
67,0,5,3,1
47,2296,3,1,1
53,1266,4,1,1
63,0,4,1,1
55,1850,3,3,1
80,738,4,1,1
59,1983,5,3,1
92,1002,4,2,1
36,2323,6,2,1
81,942,4,3,1
58,1616,5,1,1
83,1188,6,3,1
64,765,5,3,1
74,1306,4,3,1
64,1428,3,1,1
75,1291,3,1,1
53,1776,6,2,1
71,1372,3,3,1
70,0,4,3,1
26,512,2,3,0
70,1461,5,2,1
60,1314,4,3,1
61,0,6,3,1
67,1241,4,1,1
82,776,3,3,1
52,2517,1,3,0
70,1038,3,3,1
74,0,5,3,1
75,1348,3,2,1
70,1787,6,2,1
79,1017,4,3,1
73,716,4,6,1
78,1321,4,2,1
69,0,3,3,1
75,1724,6,3,1
60,0,6,2,1
64,1115,5,2,1
70,1428,5,3,1
61,1379,3,3,1
38,0,2,3,0
60,0,3,2,1
69,1179,3,2,1
60,2271,4,3,1
75,1192,4,1,1
58,1652,3,3,1
78,2181,5,1,1
79,1775,3,3,1
68,1419,4,2,1
44,2517,3,1,0
54,1377,4,3,1
64,2446,6,2,1
37,0,4,3,0
49,0,3,2,0
49,0,3,3,0
73,0,3,5,1
81,1784,4,3,1
72,1031,3,3,1
74,804,6,2,1
38,0,3,3,0
47,0,4,1,1
28,2513,2,3,0
44,0,3,3,0
51,2319,2,2,0
77,1674,6,2,1
60,1650,6,2,1
32,1721,2,3,0
68,2517,3,3,1
78,931,6,1,1
58,1068,5,1,1
73,0,6,3,1
74,1451,3,1,1
57,868,5,3,1
65,1576,3,2,1
59,1210,6,3,1
74,1601,6,3,1
69,1291,3,1,1
71,0,4,3,1
65,1325,3,3,1
66,1483,4,2,1
64,1330,5,2,1
60,976,6,3,1
49,552,3,2,0
65,2517,3,5,1
73,1031,5,3,1
31,1537,3,1,1
54,1182,5,2,1
59,1525,6,1,1
65,0,4,2,1
76,611,4,1,1
85,0,5,3,1
55,0,5,3,1
75,1640,3,3,1
28,1781,4,2,1
51,2332,3,2,0
64,850,6,1,1
45,2517,6,2,0
81,1561,3,2,1
76,2517,3,1,1
58,1888,6,3,1
58,787,6,3,1
76,1046,3,3,1
53,1034,4,2,1
34,1604,3,3,0
56,1747,5,2,1
78,1017,5,3,1
62,0,5,2,1
63,1942,4,1,1
76,1434,4,6,1
78,1931,4,5,1
76,2035,4,3,1
63,0,5,3,1
61,1909,3,1,1
63,1418,6,1,1
62,1002,4,2,1
78,1614,5,3,1
41,0,2,3,0
65,1607,6,3,1
44,0,3,3,0
53,0,5,2,1
45,0,2,3,0
83,974,3,2,1
49,1452,4,1,1
67,1259,6,3,1
66,1449,4,3,1
44,0,2,3,0
66,2205,4,1,1
72,1053,4,2,1
82,569,5,3,1
72,1675,5,2,1
34,0,2,2,0
80,0,5,2,1
45,0,1,4,0
38,1230,6,2,1
48,996,6,1,1
69,0,4,3,1
65,1044,4,3,1
57,1706,1,3,0
59,1989,6,3,1
59,2517,4,2,1
81,2258,6,3,1
73,0,5,3,1
72,1339,5,3,1
79,1844,5,2,1
58,1664,5,3,1
74,2264,5,3,1
70,1341,5,3,1
64,0,6,3,1
80,576,6,2,1
66,1238,3,1,1
82,761,3,2,1
74,0,3,3,1
60,0,3,3,1
33,1779,6,3,1
63,1247,4,2,1
70,1459,4,2,1
81,774,3,2,1
41,1966,1,3,0
45,570,3,2,0
36,0,2,3,0
74,1519,6,3,1
51,863,3,2,1
77,1485,6,2,1
68,0,4,3,1
78,2059,6,1,1
71,2517,3,2,1
27,1732,6,2,1
77,1671,6,1,1
53,1083,3,1,1
64,1655,5,1,1
62,0,6,3,1
42,1369,3,3,0
80,710,3,1,1
53,1566,5,3,1
81,1358,4,3,1
42,0,2,3,0
59,1582,3,3,1
54,0,3,3,1
67,2183,5,3,1
70,2517,6,1,1
82,2025,6,1,1
67,2396,6,3,1
54,0,3,3,1
37,0,1,4,0
44,1149,5,2,1
66,628,3,3,1
73,0,4,3,1
65,672,3,1,1
67,2375,3,3,1
81,0,5,3,1
87,0,3,2,1
42,0,3,2,0
70,783,6,3,1
69,2262,5,3,1
74,585,4,1,1
87,1862,6,1,1
68,2090,5,2,1
39,2245,2,5,0
67,1613,3,2,1
71,1100,3,3,1
82,2297,5,2,1
54,1180,3,3,1
89,1735,4,3,1
72,943,6,3,1
42,2517,3,3,0
77,0,6,3,1
85,1977,5,3,1
66,0,4,1,1
64,1151,5,3,1
79,1023,5,3,1
56,755,4,1,1
49,1519,3,4,1
62,1758,6,5,1
71,1830,6,1,1
67,0,4,2,1
70,1812,5,1,1
71,1017,4,1,1
66,973,3,3,1
64,880,5,2,1
75,981,4,2,1
66,1246,4,2,1
72,1565,5,3,1
77,1568,4,2,1
71,0,6,1,1
86,2105,5,2,1
64,1172,5,3,1
72,1559,4,3,1
72,1504,6,3,1
70,1212,5,1,1
36,2517,3,5,0
84,1654,6,1,1
51,655,3,5,0
77,1077,3,2,1
78,1152,4,1,1
66,655,5,1,1
31,1129,2,2,0
60,1475,6,1,1
46,0,1,3,0
68,2002,6,2,1
85,1942,6,1,1
70,1204,6,2,1
43,0,3,1,0
65,1732,5,2,1
62,2517,3,3,1
42,2386,6,3,0
72,0,5,3,1
64,1508,4,3,1
73,1375,3,2,1
64,1889,5,2,1
59,0,6,1,1
68,2195,4,3,1
75,0,5,1,1
81,0,6,3,1
44,0,2,3,0
63,1292,3,1,1
73,0,6,1,1
72,925,5,3,1
33,1660,3,2,1
70,0,5,3,1
52,1664,5,3,1
50,0,2,3,0
71,0,6,4,1
65,990,6,3,1
50,0,3,3,0
74,0,6,2,1
46,193,3,2,0
43,1733,1,3,0
65,2517,3,2,1
71,0,4,1,1
77,2276,4,1,1
72,1650,5,3,1
51,0,3,4,0
55,0,4,2,1
49,0,1,3,0
79,2000,5,1,1
35,0,6,3,0
38,0,2,3,0
76,1960,3,3,1
46,0,4,3,0
63,1214,4,1,1
72,509,4,3,1
70,1600,3,2,1
42,1978,4,3,1
73,1741,6,1,1
77,0,4,3,1
42,812,3,3,0
58,1344,6,2,1
45,1189,5,2,1
87,1290,5,2,1
77,0,3,2,1
65,1885,4,3,1
72,1662,6,2,1
73,1358,3,1,1
48,875,6,2,1
66,1366,4,1,1
85,639,4,2,1
65,1416,5,2,1
75,1921,6,3,1
75,986,6,3,1
92,1344,4,2,1
35,0,3,3,0
74,1035,5,1,1
39,0,3,2,0
68,1166,3,3,1
63,0,3,3,0
66,1592,3,3,1
77,1944,4,2,1
68,1934,3,2,1
37,1343,5,2,1
66,2236,6,3,1
67,859,3,2,1
64,1835,6,3,1
68,871,4,3,1
67,2216,3,1,1
85,1603,3,3,1
67,2053,6,3,1
35,1357,2,3,0
71,1701,3,3,1
68,2517,4,1,1
64,1271,4,6,1
40,2224,5,3,1
64,1094,5,3,1
80,1604,6,1,1
62,0,4,2,1
37,0,1,3,0
73,1934,5,2,1
56,0,4,2,1
61,2490,5,2,1
63,0,6,2,1
48,1560,6,3,1
88,1782,5,3,1
79,2444,5,2,1
64,1501,4,2,1
69,0,4,3,1
71,2407,6,3,1
60,0,5,3,1
58,2496,4,1,1
78,719,4,3,1
56,2517,3,2,1
76,1387,3,1,1
70,918,6,3,1
74,1639,5,2,1
39,2260,3,1,1
65,0,4,2,1
50,1824,6,4,1
71,1655,3,1,1
58,1403,6,3,1
62,1248,3,4,1
62,1812,3,1,1
72,1909,6,4,1
44,1605,6,3,1
69,0,6,2,1
55,1173,5,3,1
68,1698,6,3,1
49,2517,1,2,0
65,1103,3,3,1
45,0,4,3,0
75,2361,6,2,1
46,0,1,2,0
79,1452,5,3,1
69,2084,6,4,1
85,1069,6,1,1
81,1623,3,2,1
61,785,4,1,1
68,788,3,4,1
76,1257,4,2,1
43,2517,3,4,1
88,557,5,3,1
58,1471,5,2,1
56,0,2,3,0
33,0,4,4,0
68,1180,6,4,1
75,0,6,2,1
66,0,4,3,1
41,0,2,3,0
76,696,4,4,1
66,1798,6,2,1
73,0,5,2,1
77,541,4,2,1
80,1190,4,4,1
42,0,2,3,0
